0	0.100003
1	0.15426463
2	0.26873806
3	0.44019321
4	0.65195956
5	0.82878486
6	0.72277168
7	0.83369501
8	0.74438233
9	0.81699451
10	0.74967249
11	0.78757363
12	0.74235227
13	0.74907247
14	0.72826185
15	0.71741152
16	0.70263108
17	0.68361051
18	0.66255988
19	0.63748912
20	0.61281838
21	0.58905767
22	0.56283689
23	0.53610608
24	0.50504515
25	0.47254418
26	0.43489305
27	0.3965519
28	0.36070082
29	0.32160965
30	0.28575857
31	0.25433763
32	0.22154665
33	0.19219577
34	0.16515495
35	0.1398742
36	0.11871356
37	0.098912967
38	0.082522476
39	0.066942008
40	0.054181625
41	0.0433413
42	0.034281028
43	0.026270788
44	0.021210636
45	0.016890507
46	0.013270398
47	0.010210306
48	0.0079502385
49	0.0058801764
50	0.004300129
51	0.0029700891
52	0.0019100573
53	0.0013300399
54	0.0009600288
55	0.0005300159
56	0.0002900087
57	0.0001700051
58	0.0001700051
59	0.0001800054
60	0.0001400042
61	0.000100003
62	3.00009e-05
63	2.00006e-05
64	2.00006e-05
65	1.00003e-05
66	1.00003e-05
67	2.00006e-05
68	2.00006e-05
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0

