	0.7997325		0.8003675		0.8002225		0.7992575		0.7999325		0.800415		0.7997325		0.79958		0.7999975		0.800405		0.799585		0.800825		0.7999575		0.800795		0.7992375		0.800195		0.8002775		0.7996575		0.79977		0.7999175		0.799895		0.7995325		0.799805		0.79961		0.7990825		0.7997025		0.8000525		0.79988		0.8009575		0.800465		0.8000525		0.79978		0.8003225		0.800575		0.799505		0.7999		0.7997825		0.80092		0.800285		0.7999025		0.799605		0.7997425		0.8001575		0.8003375		0.8000675		0.80048		0.7989275		0.798935		0.800405		0.800335		0.8007825		0.800275		0.79959		0.7997375		0.79981		0.7993725		0.8005425		0.799105		0.7994675		0.7995275		0.799945		0.79998		0.7992025		0.80036		0.799745		0.7999825		0.800865		0.800435		0.7996		0.79894		0.8006375		0.799995		0.7993925		0.7999075		0.7996575		0.79935		0.800175		0.7998225		0.799745		0.8004675		0.800525		0.8006975		0.8004		0.7995525		0.7998775		0.79892		0.8005025		0.8000975		0.800335		0.79923		0.8001775		0.7998125		0.8001525		0.80015		0.79947		0.8004375		0.799485		0.799765		0.8001075		0.800035	
	0.8005475		0.8000875		0.79945		0.79947		0.79982		0.7999225		0.7990875		0.799655		0.8000975		0.799345		0.7999125		0.8		0.7998475		0.80027		0.7986475		0.7995925		0.8000025		0.79977		0.800955		0.79914		0.799875		0.7994575		0.7984775		0.7993075		0.8001875		0.7984825		0.79877		0.7978275		0.7993975		0.7991175		0.7984875		0.79882		0.7977175		0.79866		0.7977575		0.79737		0.7987775		0.7958675		0.79674		0.796515		0.796525		0.7968625		0.7966025		0.795055		0.795795		0.7937		0.792985		0.79233		0.79048		0.78928		0.788495		0.7879275		0.78708		0.784975		0.785055		0.781235		0.77921		0.77768		0.7741175		0.7741375		0.7670275		0.76417		0.7625475		0.7592775		0.756565		0.7500425		0.7456275		0.7485875		0.73714		0.7392775		0.739035		0.7338675		0.7285925		0.726245		0.7252525		0.7232275		0.725575		0.7165975		0.7152475		0.7158475		0.7158975		0.7159975		0.7132275		0.710895		0.7112775		0.7134475		0.71186		0.7091225		0.7107225		0.7114875		0.7065325		0.70848		0.7075975		0.7089		0.7072275		0.7069325		0.71136		0.7093475		0.707605		0.707005	
	0.7995375		0.800075		0.79996		0.7993625		0.799795		0.7992375		0.799525		0.79932		0.79933		0.7996		0.7984525		0.7995575		0.79908		0.7990525		0.7996975		0.7996475		0.7991725		0.798695		0.7978775		0.7993475		0.7999025		0.7988975		0.798665		0.79886		0.797365		0.79866		0.798905		0.7975875		0.797195		0.79672		0.79729		0.796305		0.796795		0.795115		0.7963275		0.79554		0.7961525		0.789845		0.7893175		0.7903075		0.7890025		0.789895		0.7891125		0.7859925		0.7843425		0.7813475		0.7779525		0.7732825		0.7722275		0.7636525		0.7632025		0.7582475		0.75691		0.74631		0.7418275		0.7300875		0.718735		0.7244175		0.7011425		0.70099		0.6883025		0.6831575		0.67352		0.6705		0.66522		0.6573125		0.6562775		0.659215		0.645165		0.64343		0.6442625		0.6447325		0.6451975		0.6401475		0.6345275		0.63713		0.63606		0.63722		0.6378575		0.63316		0.633925		0.6319225		0.6299575		0.632585		0.6299775		0.628675		0.6294175		0.62829		0.629325		0.62898		0.6298325		0.6261525		0.629225		0.626885		0.626895		0.62704		0.628875		0.6295525		0.62609		0.62947	
	0.79953		0.798905		0.7995325		0.800425		0.79871		0.80012		0.799375		0.79895		0.7999025		0.7989525		0.79917		0.7996775		0.8002		0.7990625		0.7997375		0.7992825		0.798075		0.79863		0.798765		0.7976075		0.798835		0.798505		0.7974375		0.798035		0.7971275		0.7972375		0.7970025		0.796895		0.79591		0.7956		0.794725		0.79389		0.79415		0.79362		0.7927375		0.7940925		0.79354		0.7831675		0.7828375		0.78347		0.782965		0.78254		0.7792475		0.7741825		0.7723275		0.76636		0.761435		0.7512675		0.7423825		0.72661		0.7206125		0.7118975		0.705555		0.676435		0.6736825		0.657725		0.6451475		0.6392125		0.62361		0.624595		0.6099825		0.6076875		0.6046725		0.599185		0.59379		0.590465		0.5901625		0.5956		0.5839475		0.5803775		0.5832475		0.5826175		0.581575		0.5789575		0.581765		0.579165		0.5818875		0.5771875		0.5795775		0.5753375		0.57249		0.5801075		0.578055		0.574485		0.57798		0.5777175		0.57462		0.57832		0.5748675		0.57072		0.5726575		0.57187		0.57518		0.5739		0.5731925		0.5743625		0.5730125		0.572405		0.57377		0.5732925	
	0.79969		0.80006		0.799775		0.7998525		0.8005125		0.79974		0.7990125		0.8000075		0.7995075		0.79817		0.7995825		0.79945		0.79944		0.7988		0.79895		0.7986675		0.7994525		0.79908		0.798275		0.7974375		0.798215		0.7972125		0.797305		0.7970975		0.7962125		0.796425		0.7966		0.7954375		0.79451		0.7945725		0.794275		0.793635		0.7909325		0.791635		0.79135		0.7913075		0.7914225		0.7798225		0.777525		0.7775075		0.7786625		0.7747825		0.77316		0.76515		0.7574075		0.7482125		0.7373875		0.713175		0.699125		0.67314		0.6643125		0.6419475		0.638555		0.61342		0.600555		0.59121		0.58035		0.5821375		0.5692425		0.57285		0.555635		0.55539		0.552525		0.5532325		0.55131		0.540575		0.54906		0.5480375		0.539305		0.537995		0.5399275		0.534045		0.53723		0.537885		0.533855		0.5387225		0.5367975		0.534255		0.5406125		0.534365		0.5302225		0.532905		0.536015		0.53759		0.53425		0.530295		0.533185		0.53584		0.5281825		0.5328475		0.5386125		0.5327075		0.5312725		0.52946		0.532355		0.5328725		0.532825		0.5338125		0.5345425		0.5338025	
	0.7999225		0.7992625		0.800035		0.7998575		0.79879		0.79807		0.7989		0.799505		0.79995		0.7987425		0.799605		0.799625		0.7989175		0.7991125		0.79814		0.7989225		0.7987525		0.796865		0.7970475		0.7980325		0.798575		0.7971175		0.79716		0.7978075		0.7963025		0.795495		0.79577		0.795015		0.7940825		0.7927825		0.79226		0.7911725		0.789905		0.7906275		0.7901025		0.790365		0.790125		0.77268		0.7728325		0.77101		0.7719875		0.770015		0.7632375		0.7523175		0.74552		0.725305		0.703395		0.6493225		0.637835		0.5994325		0.5973275		0.5783075		0.57804		0.55617		0.54504		0.53514		0.5324275		0.536475		0.5215725		0.52889		0.5191475		0.514075		0.5111225		0.5144775		0.5145975		0.513025		0.5030375		0.5135		0.5064375		0.50152		0.5107975		0.503055		0.5050975		0.498265		0.502865		0.49964		0.4993775		0.5015		0.5009025		0.50172		0.50211		0.5018675		0.4965		0.49912		0.4984025		0.5033525		0.5012675		0.499545		0.49924		0.50236		0.502485		0.50263		0.502055		0.50258		0.5024175		0.50394		0.499125		0.5064075		0.498965		0.4995625	
	0.799425		0.7989325		0.79952		0.8000225		0.7995925		0.7998475		0.79854		0.79877		0.79981		0.79882		0.7989975		0.7998475		0.7979825		0.7993		0.798525		0.7984275		0.798145		0.798525		0.798795		0.797075		0.7976475		0.7963925		0.79723		0.796965		0.79627		0.7952725		0.7955425		0.7943825		0.794145		0.7917275		0.79157		0.7907375		0.78859		0.7889475		0.7884575		0.78904		0.78825		0.7651775		0.7662275		0.76611		0.7689125		0.76291		0.75514		0.737965		0.718765		0.6813375		0.6523925		0.5969175		0.57112		0.5485		0.539605		0.52373		0.531645		0.516625		0.5031425		0.5067075		0.495545		0.5023175		0.488755		0.4857325		0.48283		0.484085		0.48273		0.4877325		0.488265		0.4810325		0.487705		0.4829325		0.4802575		0.47747		0.48039		0.4737125		0.47187		0.474505		0.473305		0.4701		0.475735		0.4775625		0.4806225		0.4733225		0.4730475		0.471945		0.4745025		0.4768275		0.4753475		0.46993		0.4756725		0.47072		0.468415		0.4745725		0.4737075		0.4709425		0.4702275		0.4748875		0.4745225		0.4755225		0.4697775		0.4743025		0.4703075		0.470835	
	0.7993825		0.7998775		0.799775		0.799855		0.7992175		0.799415		0.79852		0.799485		0.7986625		0.798895		0.7992625		0.798865		0.7989025		0.7986975		0.798195		0.7967575		0.7986375		0.79859		0.7989675		0.7978075		0.7971525		0.7967375		0.79603		0.79592		0.79565		0.7958075		0.795395		0.7941425		0.791625		0.79101		0.791265		0.789525		0.78868		0.786015		0.788165		0.78709		0.7880625		0.7646475		0.7619875		0.7609475		0.76115		0.753765		0.7434425		0.7198825		0.67578		0.6385725		0.5766175		0.53841		0.5211525		0.5103075		0.50196		0.4914025		0.49691		0.4863		0.4797725		0.4771175		0.4703825		0.4781425		0.46355		0.461		0.456155		0.46227		0.457065		0.46051		0.4597425		0.4514275		0.4598975		0.45408		0.4516925		0.4564775		0.449325		0.451435		0.449835		0.4473875		0.45379		0.4473125		0.44365		0.4498		0.450835		0.45382		0.448615		0.4522575		0.442395		0.4541775		0.4490525		0.45407		0.4521575		0.450635		0.4499025		0.449235		0.4498825		0.4478575		0.44546		0.4496875		0.446775		0.44194		0.4519475		0.4496625		0.45119		0.4482875	
	0.799235		0.79933		0.79934		0.7991275		0.7991675		0.8001725		0.7997725		0.79869		0.7991625		0.79969		0.7988375		0.7987175		0.7987575		0.7986175		0.7992725		0.797655		0.79837		0.79763		0.798115		0.79662		0.798085		0.7963375		0.7971125		0.795345		0.7950875		0.795185		0.795105		0.7923925		0.79247		0.791485		0.79002		0.7901175		0.78871		0.785735		0.787505		0.7869075		0.7860275		0.758545		0.755095		0.75519		0.754995		0.7461925		0.725055		0.7086225		0.64273		0.5832575		0.53029		0.4980325		0.4852925		0.47374		0.4700825		0.46658		0.46212		0.45564		0.4504525		0.441785		0.44484		0.4446525		0.433485		0.43551		0.4384775		0.43283		0.4343625		0.43497		0.4323925		0.4279		0.4340625		0.4369275		0.426845		0.42746		0.4294475		0.42622		0.4263475		0.429885		0.4339425		0.430915		0.42705		0.43073		0.431435		0.4298725		0.426585		0.428795		0.42601		0.4262475		0.42801		0.4258375		0.4220775		0.4272125		0.4258175		0.4318875		0.4296925		0.4239		0.4279675		0.427555		0.429845		0.43143		0.423815		0.42429		0.420865		0.4301025	
	0.7995225		0.79948		0.799435		0.799505		0.799545		0.800045		0.79882		0.7994675		0.7990725		0.7984675		0.7995375		0.7997325		0.7994925		0.7981925		0.79807		0.7982		0.7972425		0.7973925		0.7978275		0.7980275		0.7965575		0.7959225		0.7967475		0.7959125		0.7948525		0.7947625		0.7949175		0.792595		0.79191		0.7911375		0.7897825		0.7886575		0.786375		0.7860025		0.7874575		0.7853325		0.785645		0.751095		0.7491075		0.7516625		0.75229		0.743485		0.720525		0.62236		0.531125		0.51721		0.4913175		0.4607675		0.451685		0.437385		0.44777		0.437765		0.4390775		0.4266175		0.425435		0.426505		0.42385		0.41993		0.4157975		0.41821		0.4163525		0.4088625		0.41246		0.4091125		0.413305		0.4151		0.41743		0.41653		0.406955		0.407205		0.4045575		0.405045		0.40944		0.404065		0.411465		0.4047575		0.4086325		0.4111775		0.4059525		0.41199		0.4113925		0.40659		0.407185		0.4095475		0.3999		0.4082075		0.408255		0.4117675		0.4067875		0.403725		0.398575		0.402775		0.4090425		0.402415		0.4157625		0.4082075		0.4027975		0.40434		0.4041725		0.40212	
