0	0.10001
1	0.1530153
2	0.27392739
3	0.44534453
4	0.6539654
5	0.71537154
6	0.68836884
7	0.80528053
8	0.69186919
9	0.85458546
10	0.75467547
11	0.84128413
12	0.76467647
13	0.85028503
14	0.77867787
15	0.85408541
16	0.78527853
17	0.83658366
18	0.78677868
19	0.81828183
20	0.80058006
21	0.81208121
22	0.79247925
23	0.80158016
24	0.78907891
25	0.79827983
26	0.79967997
27	0.79677968
28	0.80528053
29	0.78487849
30	0.78947895
31	0.79637964
32	0.79307931
33	0.80108011
34	0.78537854
35	0.77837784
36	0.78027803
37	0.7889789
38	0.78187819
39	0.78557856
40	0.77127713
41	0.7969797
42	0.77287729
43	0.79527953
44	0.78717872
45	0.7869787
46	0.79047905
47	0.79687969
48	0.77067707
49	0.78447845

