0	0
0	0
0.3	0
0.3	0
0.6	0
0.6	0
0.9	0
0.9	0
1.2	0
1.2	0
1.5	0.0816749
1.5	0.080614837
1.8	0.18373102
1.8	0.18464108
2.1	0.2600656
2.1	0.26047563
2.4	0.32431946
2.7	0.37091225
2.7	0.36900214
3	0.41311479
3	0.41278477
3.3	0.44910695
3.3	0.44713683
3.9	0.50042003
3.9	0.50032002
4.2	0.52113127
4.2	0.52357141
5	5.67E-01
6	0.6065682
7	6.39E-01
8	0.6600998
9	0.67819035
10	0.68930068
11	6.96E-01
12	0.69818095
13	0.6966509
14	0.68589058
15	0.64797944
16	0.61526846
17	0.55217657
18	0.51508545
19	4.62E-01
20	0.41590248
21	3.71E-01
22	0.33101993
23	0.31302939
24	0.28234847
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0

	
