0	0.76900845	0.76929846
1	0.76900845	0.76929846
2	0.76900845	0.76929846
3	0.76747837	0.76778839
4	0.76844842	0.76684834
5	0.76826841	0.76680834
6	0.76784839	0.76545827
7	0.77096855	0.76866843
8	0.76728836	0.76572829
9	0.76624831	0.76827841
10	0.7659483	0.76684834
11	0.76681834	0.76734837
12	0.76844842	0.76622831
13	0.76710836	0.76653833
14	0.76440822	0.76913846
15	0.76714836	0.76737837
16	0.76847842	0.76643832
17	0.7640082	0.77122856
18	0.76682834	0.76746837
19	0.76583829	0.76659833
20	0.76667833	0.7680984
21	0.76885844	0.76381819
22	0.76247812	0.77083854
23	0.76837842	0.76343817
24	0.76908845	0.76462823
25	0.76436822	0.76773839
26	0.76874844	0.76339817
27	0.77071854	0.76472824
28	0.76479824	0.76668833
29	0.76638832	0.76630832
30	0.76496825	0.76847842
