0	0.00	0.00
0.3	0.00	0.00
0.6	0.00	0.00
0.9	0.00	0.00
1	0.000460698	0.000449698
1.2	0	0
1.5	0.065863952	0.065863952
1.8	0.13702822	0.13702822
2.1	0.18936136	0.18936136
2.4	0.22922375	0.22922375
2.7	0.26077565	0.26077565
3	0.283277	0.283277
3.3	0.30428826	0.30428826
3.6	0.32099926	0.32099926
3.9	0.33411005	0.33411005
4.5	0.35453127	0.35453127
5.1	0.37357241	0.37357241
5.7	0.38349301	0.38349301
6.6	0.40038402	0.40038402
7.2	0.41231474	0.41231474
8.1	0.41965506	0.41765506
9.3	0.43354601	0.43354601
10	0.43956758	0.44320773
11	0.40917637	0.48104924
12	0.39159566	0.50827033
13	0.38464539	0.51712068
14	0.38291532	0.52631105
15	0.37695508	0.53597144
16	0.37320493	0.54209168
17	0.37152486	0.54698188
18	0.37207488	0.54925197
19	0.36825473	0.55190208
20	0.36879475	0.55419217
21	0.3676247	0.55482219
22	0.36671467	0.55607224
23	0.36396456	0.55665227
24	0.36528461	0.55733229
25	0.36279451	0.5574823
26	0.35832433	0.55216209
27	0.3600244	0.55323213
28	0.3599344	0.55275211
29	0.35845434	0.55122205
30	0.35853434	0.55339214
32	0.35412416	0.54716189
33	0.35083403	0.54078163
34	0.34978399	0.54415177
35	0.3474739	0.54024161
36	0.34556382	0.53842154
37	0.34583383	0.53906156
38	0.34347374	0.53915157
39	0.34326373	0.53968159
40	0.34173367	0.53426137
