31	0	0.35569778	0.54734737
32	0	0.35893695	0.54034652
33	0	0.35243762	0.54536727
34	0	0.35375669	0.5440062
35	0	0.34837742	0.54263713
36	0	0.35784689	0.54482674
37	0	0.34937747	0.5439872
38	0	0.35252713	0.54398328
39	0	0.35067703	0.54368668
40	0	0.35243762	0.54536727
41	0	0.35252713	0.53482674
42	0	0.35243762	0.54536727
43	0	0.35123706	0.53354668
44	0	0.35569778	0.54734737
45	0	0.35784689	0.53034652
46	0	0.34937747	0.5439872
47	0	0.33588679	0.52488624
48	0	0.33784689	0.53034652
49	0	0.33693685	0.52882644
50	0	0.33693685	0.52882644
