0	0.77057623
00.3	0.77051623
00.6	0.76900614
00.9	0.76886613
2	0.76823073
02.1	0.77138628
2.4	0.77115627
2.7	0.76948617
3	0.76719069
4	0.76936077
5	0.76956078
6	0.76879075
7	0.76828073
8	0.76770071
9	0.76887075
10	0.76798072
11	0.76861074
12	0.76855074
13	0.76878075
14	0.76948078
15	0.76839074
16	0.76729069
17	0.76889076
18	0.77052082
19	0.76889076
20	0.76715069
21	0.76689068
22	0.76714069
23	0.77117085
24	0.77183087
25	0.76727069
26	0.76835073
27	0.76984079
28	0.7700708
29	0.76926077
30	0.76798072
31	0.7674807
32	0.76712068
33	0.76850074
34	0.77066083
35	0.76870075
36	0.77201088
37	0.76948078
38	0.7674007
39	0.76959078
40	0.76833073
