0	0.10001
1	0.15791579
2	0.25772577
3	0.38493849
4	0.49494949
5	0.53105311
6	0.53385339
7	0.49284928
8	0.47234723
9	0.41694169
10	0.38033803
11	0.34413441
12	0.30283028
13	0.25872587
14	0.21462146
15	0.16131613
16	0.1190119
17	0.089508951
18	0.061806181
19	0.04380438
20	0.03120312
21	0.02010201
22	0.01210121
23	0.0070007001
24	0.00440044
25	0.00220022
26	0.00110011
27	0.00030003
28	0.00010001
29	0.00010001
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0

