0	0.100003
1	0.15530466
2	0.26972809
3	0.44053322
4	0.6499195
5	0.75838275
6	0.61649849
7	0.77835335
8	0.62755883
9	0.74569237
10	0.58474754
11	0.73784214
12	0.56936708
13	0.67944038
14	0.49056472
15	0.66101983
16	0.46718402
17	0.58461754
18	0.37705131
19	0.57481724
20	0.37361121
21	0.57136714
22	0.3734412
23	0.56799704
24	0.37151115
25	0.56886707
26	0.37120114
27	0.56774703
28	0.37098113
29	0.56729702
30	0.36957109
31	0.56547696
32	0.36778103
33	0.56367691
34	0.36890107
35	0.56586698
36	0.3699011
37	0.56556697
38	0.36960109
39	0.56849705
40	0.37298119
41	0.56810704
42	0.37272118
43	0.5700371
44	0.37200116
45	0.56805704
46	0.37131114
47	0.56600698
48	0.37041111
49	0.56699701
50	0.37031111
51	0.56785704
52	0.37150115
53	0.56875706
54	0.37033111
55	0.56691701
56	0.36887107
57	0.56374691
58	0.36907107
59	0.56572697
60	0.36691101
61	0.56184686
62	0.36702101
63	0.56241687
64	0.36796104
65	0.56460694
66	0.36903107
67	0.56707701
68	0.37156115
69	0.56788704
70	0.37157115
71	0.56864706
72	0.37221117
73	0.56819705
74	0.37244117
75	0.56590698
76	0.36978109
77	0.56475694
78	0.36776103
79	0.5633569
80	0.36925108
81	0.56351691
82	0.37077112
83	0.56599698
84	0.36840105
85	0.56372691
86	0.36848105
87	0.56507695
88	0.36775103
89	0.5632369
90	0.36812104
91	0.56474694
92	0.36794104
93	0.56353691
94	0.36844105
95	0.56467694
96	0.36793104
97	0.56419693
98	0.36914107
99	0.56533696

