0	0.100004
1	0.065012601
2	0.048811952
3	0.044211768
4	0.053802152
5	0.061172447
6	0.07025281
7	0.078873155
8	0.088433537
9	0.098603944
10	0.10648426
11	0.11631465
12	0.12544502
13	0.13316533
14	0.14132565
15	0.14716589
16	0.15080603
17	0.15527621
18	0.15916637
19	0.16079643
20	0.16272651
21	0.16576663
22	0.16767671
23	0.16948678
24	0.1699168
25	0.17165687
26	0.17157686
27	0.17227689
28	0.17180687
29	0.1724469
30	0.17371695
31	0.17464699
32	0.17445698
33	0.17411696
34	0.17400696
35	0.17387696
36	0.17423697
37	0.17412697
38	0.17544702
39	0.17632705
40	0.17715709
41	0.17642706
42	0.17580703
43	0.17588704
44	0.17441698
45	0.17423697
46	0.17557702
47	0.174987
48	0.17625705
49	0.17650706
50	0.17589704
51	0.17560702
52	0.17681707
53	0.175117
54	0.17546702
55	0.17455698
56	0.17404696
57	0.17442698
58	0.17376695
59	0.175047
60	0.175087
61	0.17446698
62	0.17432697
63	0.17669707
64	0.17594704
65	0.17547702
66	0.17598704
67	0.17831713
68	0.17767711
69	0.17813713
70	0.17818713
71	0.17855714
72	0.17829713
73	0.17845714
74	0.1773971
75	0.17603704
76	0.17575703
77	0.17665707
78	0.17634705
79	0.17651706
80	0.17580703
81	0.17522701
82	0.174887
83	0.17422697
84	0.17340694
85	0.17278691
86	0.1725369
87	0.17262691
88	0.17334693
89	0.17455698
90	0.1725669
91	0.174897
92	0.17595704
93	0.17410696
94	0.17393696
95	0.17355694
96	0.17225689
97	0.17318693
98	0.17338694
99	0.17439698

